Atualizado em: 2025-08-28
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"75";"0";"2,67";"2,67"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"OMDB";"DUBAI(EMIRADOS ÁRABES UNIDOS)";"21";"0";"4,76";"4,76"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"18";"0";"5,56";"5,56"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"291";"1,72";"8,39";"4,2"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"40";"2,5";"12,82";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"197";"9,64";"11,24";"2,81"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"8";"0";"12,5";"12,5"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"43";"0";"4,65";"2,33"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"17";"5,88";"6,25";"6,25"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"256";"0,39";"2,35";"1,57"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"216";"0,46";"4,19";"1,4"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"215";"2,79";"9,09";"5,26"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"9";"11,11";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"18";"0";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"9,68";"9,68"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"124";"0";"4,84";"1,61"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"124";"0";"5,65";"4,84"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"243";"0";"2,47";"0,41"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"77";"0";"5,19";"5,19"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"482";"2,07";"10,17";"4,66"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"74";"0";"2,7";"1,35"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"193";"2,07";"7,94";"4,23"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"101";"0";"1,98";"1,98"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"83";"0";"8,43";"6,02"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"332";"3,01";"6,83";"2,8"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"31";"3,23";"6,67";"3,33"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"251";"0";"5,98";"1,59"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"63";"0";"1,59";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSJ";"PROFESSOR URBANO ERNESTO STUMPF(SP, BRASIL)";"13";"0";"7,69";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"38";"0";"2,63";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"192";"2,08";"2,66";"0,53"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"284";"0";"4,23";"1,76"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"293";"2,05";"2,79";"1,39"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"292";"0,34";"12,03";"8,25"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"63";"1,59";"12,9";"8,06"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"31";"0";"9,68";"6,45"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"61";"4,92";"8,62";"3,45"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"93";"0";"1,08";"0"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"101";"0,99";"5";"2"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"77";"1,3";"6,58";"6,58"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"275";"1,09";"10,29";"2,57"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"4";"0";"0";"0"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"146";"0,68";"10,34";"7,59"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"10";"0";"0";"0"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"31";"0";"0";"0"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"13";"0";"0";"0"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"80";"0";"2,5";"1,25"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"286";"1,4";"6,74";"3,19"
"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"61";"0";"6,56";"1,64"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"CYUL";"MONTRÉAL-PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT(CANADÁ)";"18";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"CYYZ";"TORONTO PEARSON INTERNATIONAL AIRPORT(CANADÁ)";"31";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"EDDF";"FRANKFURT INTERNATIONAL AIRPORT(ALEMANHA)";"62";"1,61";"19,67";"6,56"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"EGLL";"LONDON HEATHROW AIRPORT(REINO UNIDO)";"62";"0";"11,29";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"EHAM";"AMSTERDAM AIRPORT SCHIPHOL(HOLANDA)";"31";"3,23";"3,33";"3,33"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"FACT";"CAPE TOWN INTERNATIONAL AIRPORT(ÁFRICA DO SUL)";"9";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"FAOR";"OR TAMBO INTERNATIONAL AIRPORT(ÁFRICA DO SUL)";"27";"0";"18,52";"7,41"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"FNLU";"QUATRO DE FEVEREIRO AIRPORT(ANGOLA)";"17";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"HAAB";"BOLE INTERNATIONAL AIRPORT(ETIÓPIA)";"31";"0";"6,45";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KATL";"HARTSFIELD JACKSON ATLANTA INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"62";"0";"6,45";"1,61"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KBOS";"LOGAN INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"17";"0";"11,76";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"16,13";"16,13"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KEWR";"NEWARK LIBERTY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"3,23";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KIAD";"WASHINGTON DULLES INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"32";"3,13";"25,81";"19,35"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KIAH";"GEORGE BUSH INTERCONTINENTAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"90";"1,11";"15,73";"8,99"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KLAX";"LOS ANGELES INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"18";"0";"11,11";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"40";"0";"5";"2,5"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"124";"2,42";"19,83";"9,92"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KORD";"O´HARE INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"3,23";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LEBL";"BARCELONA-EL PRAT AIRPORT(ESPANHA)";"27";"0";"18,52";"7,41"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"168";"0";"20,83";"6,55"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LFPG";"PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(FRANÇA)";"93";"0";"9,68";"4,3"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LIMC";"MALPENSA INTERNATIONAL AIRPORT(ITÁLIA)";"31";"0";"9,68";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LIRF";"LEONARDO DA VINCI INTERNATIONAL AIRPORT (FIUMICINO INTERNATIONAL AIRPORT)(ITÁLIA)";"88";"0";"12,5";"5,68"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LPPR";"PORTO(PORTUGAL)";"14";"0";"42,86";"14,29"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"124";"0,81";"21,14";"10,57"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LSZH";"ZÜRICH AIRPORT (KLOTEN AIRPORT)(SUÍÇA)";"31";"0";"3,23";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"LTFM";"ISTANBUL AIRPORT(TURQUIA)";"49";"4,08";"17,02";"12,77"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MDPC";"PUNTA CANA(REPÚBLICA DOMINICANA)";"47";"2,13";"4,35";"2,17"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MMMX";"BENITO JUAREZ INTL(MÉXICO)";"62";"0";"9,68";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"155";"0,65";"5,19";"3,9"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MROC";"SAN JOSE/JUAN SANTAMARIA(COSTA RICA)";"14";"0";"21,43";"14,29"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"OMDB";"DUBAI(EMIRADOS ÁRABES UNIDOS)";"31";"0";"6,45";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"OTHH";"HAMAD INTERNATIONAL AIRPORT(QATAR)";"78";"0";"15,38";"5,13"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"448";"3,57";"10,42";"3,7"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"13";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"120";"3,33";"40,52";"13,79"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"50";"0";"10";"4"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SASA";"MARTÍN MIGUEL DE GÜEMES INTERNATIONAL AIRPORT (EL AYBAL AIRPORT)(ARGENTINA)";"4";"0";"25";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"75";"0";"4";"1,33"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"155";"1,29";"3,27";"0,65"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"155";"0,65";"12,99";"2,6"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"409";"1,22";"10,64";"2,48"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"72";"2,78";"15,71";"4,29"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"539";"1,11";"10,88";"3,75"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"167";"0";"14,97";"5,39"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"120";"8,33";"8,18";"0,91"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"9";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"457";"3,06";"11,06";"2,48"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"31";"3,23";"6,67";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"300";"0";"11,33";"3,33"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"155";"1,29";"8,5";"0,65"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"213";"0,47";"8,49";"2,36"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"304";"2,3";"9,09";"3,03"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"39";"0";"7,69";"5,13"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"351";"0,28";"9,71";"2"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"473";"2,11";"11,88";"4,97"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"275";"0,73";"9,16";"2,93"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"98";"4,08";"10,64";"3,19"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"51";"0";"13,73";"3,92"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJA";"REGIONAL SUL(SC, BRASIL)";"46";"10,87";"4,88";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJE";"JERICOACORA(CE, BRASIL)";"94";"0";"14,89";"4,26"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"159";"0";"11,32";"1,89"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"97";"0";"5,15";"1,03"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"62";"3,23";"11,67";"1,67"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"93";"0";"8,6";"1,08"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"124";"0,81";"11,38";"1,63"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"31";"0";"6,45";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"248";"1,61";"5,33";"0,82"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"35";"0";"11,43";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"274";"3,28";"11,7";"3,02"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"14";"0";"7,14";"7,14"
